location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"Secretariat, Amaravati - APPCB",Amaravati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,10,µg/m³,16.5150833,80.5181667,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Tirumala, Tirupati - APPCB",Tirupati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,33,µg/m³,13.67,79.35,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Secretariat, Amaravati - APPCB",Amaravati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,56,µg/m³,16.5150833,80.5181667,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Secretariat, Amaravati - APPCB",Amaravati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,23,µg/m³,16.5150833,80.5181667,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Tirumala, Tirupati - APPCB",Tirupati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,62,µg/m³,13.67,79.35,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Secretariat, Amaravati - APPCB",Amaravati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,14,µg/m³,16.5150833,80.5181667,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Tirumala, Tirupati - APPCB",Tirupati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,93,µg/m³,13.67,79.35,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Tirumala, Tirupati - APPCB",Tirupati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,4,µg/m³,13.67,79.35,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Tirumala, Tirupati - APPCB",Tirupati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,52,µg/m³,13.67,79.35,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Tirumala, Tirupati - APPCB",Tirupati,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,35000,µg/m³,13.67,79.35,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
Escuela E-10,Tocopilla,CL,2018-04-04T01:00:00.000Z,2018-04-03T22:00:00-03:00,pm25,2.62,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Nueva Libertad,Talcahuano,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,pm25,21.42,µg/m³,-36.735998,-73.118693,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Compañía Siderurgica Huachipato""}]"
Catemu,Catemu,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,so2,15,µg/m³,-32.779208,-70.959114,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AngloAmerican Chile, División Chagres""}]"
US Diplomatic Post: Bogota,Bogota,CO,2018-04-04T00:00:00.000Z,2018-04-03T19:00:00-05:00,pm25,27,µg/m³,4.637735,-74.09486,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
Santa Margarita,Catemu,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,so2,183,µg/m³,-32.776573,-70.938144,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AngloAmerican Chile, División Chagres""}]"
Lo Campo,Panquehue,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,so2,6,µg/m³,-32.797715,-70.898037,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AngloAmerican Chile, División Chagres""}]"
Romeral,Hijuelas,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,so2,5,µg/m³,-32.823956,-71.006441,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""AngloAmerican Chile, División Chagres""}]"
Escuela E-10,Tocopilla,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,co,700.91,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,no2,2.95,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,o3,26.4,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,pm10,23.47,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
Escuela E-10,Tocopilla,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,so2,2.97,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
LV0008A,Rezekne,LV,2018-04-04T00:00:00.000Z,2018-04-04T03:00:00+03:00,o3,97.429688,µg/m³,56.5102029995063,27.333369,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
LV0008A,Rezekne,LV,2018-04-04T00:00:00.000Z,2018-04-04T03:00:00+03:00,no2,2.848877,µg/m³,56.5102029995063,27.333369,"[{""name"":""EEA"",""url"":""http://www.eea.europa.eu/themes/air/air-quality""}]"
Escuela E-10,Tocopilla,CL,2018-04-04T00:00:00.000Z,2018-04-03T21:00:00-03:00,pm25,4.07,µg/m³,-22.085518710314,-70.188682515839,"[{""name"":""SINCA"",""url"":""http://sinca.mma.gob.cl/""},{""name"":""Electroandina S.A.""}]"
