location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"Airoli, Navi Mumbai - MPCB",Navi Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,34,µg/m³,19.1494,72.9986,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Airoli, Navi Mumbai - MPCB",Navi Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,93,µg/m³,19.1494,72.9986,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Airoli, Navi Mumbai - MPCB",Navi Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,104000,µg/m³,19.1494,72.9986,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Karve Road Pune, Pune - MPCB",Pune,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,55000,µg/m³,18.5011743,73.8165527,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Karve Road Pune, Pune - MPCB",Pune,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,25,µg/m³,18.5011743,73.8165527,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Karve Road Pune, Pune - MPCB",Pune,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,103,µg/m³,18.5011743,73.8165527,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Karve Road Pune, Pune - MPCB",Pune,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,15,µg/m³,18.5011743,73.8165527,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Karve Road Pune, Pune - MPCB",Pune,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,63,µg/m³,18.5011743,73.8165527,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Karve Road Pune, Pune - MPCB",Pune,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,72,µg/m³,18.5011743,73.8165527,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandra, Mumbai - MPCB",Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,70,µg/m³,19.041847,72.865513,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandra, Mumbai - MPCB",Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,61000,µg/m³,19.041847,72.865513,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandra, Mumbai - MPCB",Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,74,µg/m³,19.041847,72.865513,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandra, Mumbai - MPCB",Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,30,µg/m³,19.041847,72.865513,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandra, Mumbai - MPCB",Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,36,µg/m³,19.041847,72.865513,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandra, Mumbai - MPCB",Mumbai,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,46,µg/m³,19.041847,72.865513,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,16,µg/m³,19.645324,77.6345232,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,11,µg/m³,19.645324,77.6345232,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,17000,µg/m³,19.645324,77.6345232,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,23,µg/m³,19.645324,77.6345232,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,117,µg/m³,19.645324,77.6345232,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,89,µg/m³,19.645324,77.6345232,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,6,µg/m³,19.8389439,75.244448,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,101,µg/m³,19.8389439,75.244448,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,86,µg/m³,19.8389439,75.244448,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,112,µg/m³,19.8389439,75.244448,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,29,µg/m³,19.8389439,75.244448,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"More Chowk Waluj, Aurangabad - MPCB",Aurangabad,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,38000,µg/m³,19.8389439,75.244448,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,5,µg/m³,24.10897,82.64558,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,45000,µg/m³,24.10897,82.64558,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,52,µg/m³,24.10897,82.64558,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,45,µg/m³,24.10897,82.64558,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,157,µg/m³,24.10897,82.64558,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vindhyachal STPS, Singrauli - MPPCB",Singrauli,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,179,µg/m³,24.10897,82.64558,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,22,µg/m³,23.182719,75.768218,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,35000,µg/m³,23.182719,75.768218,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,115,µg/m³,23.182719,75.768218,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,136,µg/m³,23.182719,75.768218,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,13,µg/m³,23.182719,75.768218,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,137,µg/m³,23.182719,75.768218,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,9,µg/m³,22.624758,75.675238,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandhavgar Colony, Satna - MPPCB",Satna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,7,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandhavgar Colony, Satna - MPPCB",Satna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,15,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandhavgar Colony, Satna - MPPCB",Satna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,48000,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bandhavgar Colony, Satna - MPPCB",Satna,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,117,µg/m³,,,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,14,µg/m³,8.5149093,76.9435879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,67,µg/m³,8.5149093,76.9435879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,4,µg/m³,30.9028,75.8086,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Punjab Agricultural University, Ludhiana - PPCB",Ludhiana,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,30000,µg/m³,30.9028,75.8086,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Central School, Lucknow - CPCB",Lucknow,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,66,µg/m³,26.8821003,80.9302753,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,132,µg/m³,22.624758,75.675238,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,12,µg/m³,22.624758,75.675238,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,157,µg/m³,22.624758,75.675238,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,72,µg/m³,22.624758,75.675238,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,108,µg/m³,8.5149093,76.9435879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,42000,µg/m³,8.5149093,76.9435879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,57,µg/m³,8.5149093,76.9435879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,7,µg/m³,8.5149093,76.9435879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,75000,µg/m³,22.624758,75.675238,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vikas Sadan, Gurgaon, Haryana - HSPCB",Gurgaon,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm25,261,µg/m³,28.4501238,77.0263051,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vikas Sadan, Gurgaon, Haryana - HSPCB",Gurgaon,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,54,µg/m³,28.4501238,77.0263051,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vikas Sadan, Gurgaon, Haryana - HSPCB",Gurgaon,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,co,54000,µg/m³,28.4501238,77.0263051,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vikas Sadan, Gurgaon, Haryana - HSPCB",Gurgaon,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,15,µg/m³,28.4501238,77.0263051,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Vikas Sadan, Gurgaon, Haryana - HSPCB",Gurgaon,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,30,µg/m³,28.4501238,77.0263051,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bhopal Chauraha, Dewas - MPPCB",Dewas,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,pm10,122,µg/m³,22.9682591,76.064118,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bhopal Chauraha, Dewas - MPPCB",Dewas,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,20,µg/m³,22.9682591,76.064118,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bhopal Chauraha, Dewas - MPPCB",Dewas,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,o3,101,µg/m³,22.9682591,76.064118,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Bhopal Chauraha, Dewas - MPPCB",Dewas,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,no2,25,µg/m³,22.9682591,76.064118,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,IN,2018-04-04T06:30:00.000Z,2018-04-04T12:00:00+05:30,so2,30,µg/m³,23.10844,77.511428,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""},{""name"":""data.gov.in"",""url"":""https://data.gov.in/resources/real-time-air-quality-index-various-locations""}]"
